
[0, 0]
[3.622882, 0]
[3.639448, 0]
[3.656015, 0]
[3.672582, 0]
[3.689148, 0]
[3.705715, 0]
[3.722281, 0]
[3.738848, 0]
[3.755415, 0]
[3.771982, 0]
[3.788548, 0]
[3.805114, 0]
[3.821681, 0]
[3.838247, 0]
[3.854814, 0]
[3.871382, 0]
[3.887947, 0]
[3.904514, 0]
[3.921081, 0]
[3.937647, 0]
[3.954214, 0]
[3.970781, 0]
[3.987347, 0]
[4.003914, 0]
[4.020481, 0]
[4.037047, 0]
[4.053614, 0]
[4.070181, 0]
[4.086748, 0]
[4.103314, 0]
[4.119881, 0]
[4.136447, 0]
[4.153015, 0]
[4.169581, 0]
[4.186255, 0]
[4.202714, 0]
[4.219281, 0]
[4.235848, 0]
[4.252415, 0]
[4.26898, 0]
[4.285547, 0]
[4.302602, 0]
[4.31917, 0]
[4.33637, 0]
[4.352304, 0]
[4.36887, 0]
[4.385437, 0]
[4.402003, 0]
[4.418571, 0]
[4.435138, 0]
[4.451704, 0]
[4.46827, 0]
[4.484837, 0]
[4.501403, 0]
[4.517971, 0]
[4.534537, 0]
[4.551104, 0]
[4.56767, 0]
[4.584237, 0]
[4.600804, 0]
[4.617371, 0]
[4.633937, 0]
[4.650504, 0]
[4.66707, 0]
[4.683637, 0]
[4.700204, 0]
[4.71677, 0]
[4.733337, 0]
[4.749904, 0]
[4.766471, 0]
[4.783036, 0]
[4.799603, 0]
[4.816171, 0]
[4.832737, 0]
[4.849304, 0]
[4.86587, 0]
[4.882437, 0]
[4.899004, 0]
[4.915571, 0]
[4.934852, 0]
[4.950042, 0]
[4.96661, 0]
[4.983177, 0]
[4.999744, 0]
[5.016311, 0]
[5.064314, 0]
[5.080882, 0]
[5.097449, 0]
[5.124275, 0]
[5.141126, 0]
[5.157694, 0]
[5.174261, 0]
[5.190828, 0]
[5.207394, 0]
[5.223961, 0]
[5.240528, 0]
[5.257094, 0]
[5.273661, 0]
[5.290227, 0]
[5.306794, 0]
[5.323361, 0]
[5.339928, 0]
[5.356495, 0]
[5.373061, 0]
[5.389629, 0]
[5.406194, 0]
[5.422765, 0]
[5.439328, 0]
[5.455898, 0]
[5.472461, 0]
[5.48903, 0]
[5.505595, 0]
[5.522163, 0]
[5.538729, 0]
[5.555295, 0]
[5.571861, 0]
[5.588428, 0]
[5.604995, 0]
[5.62545, 0]
[5.638128, 0]
[5.654695, 0]
[5.671261, 0]
[5.687828, 0]
[5.704394, 0]
[5.720961, 0]
[5.737528, 0]
[5.754094, 0]
[5.770661, 0]
[5.78723, 0]
[5.804387, 0]
[5.820953, 0]
[5.837523, 0]
[5.854088, 0]
[5.870655, 0]
[5.887221, 0]
[5.903789, 0]
[5.920355, 0]
[5.936923, 0]
[5.953487, 0]
[5.970055, 0]
[5.989544, 0]
[6.006112, 0]
[6.022679, 0]
[6.039246, 0]
[6.056525, 0]
[6.072379, 0]
[6.088947, 0]
[6.105513, 0]
[6.122079, 0]
[6.138645, 0]
[6.155215, 0]
[6.171779, 0]
[6.188348, 0]
[6.204912, 0]
[6.221479, 0]
[6.238046, 0]
[6.254612, 0]
[6.271179, 0]
[6.287745, 0]
[6.337221, 0]
[6.353789, 0]
[6.370356, 0]
[6.386922, 0]
[6.403489, 0]
[6.420055, 0]
[6.436622, 0]
[6.4532, 0]
[6.469756, 0]
[6.486342, 0]
[6.502889, 0]
[6.502889, 2]
[6.519456, 0]
[6.536022, 0]
[6.552589, 0]
[6.569156, 0]
[6.585723, 0]
[6.602289, 0]
[6.618855, 0]
[6.635423, 0]
[6.651989, 0]
[6.668555, 0]
[6.685123, 0]
[6.701689, 0]
[6.720901, 0]
[6.737469, 0]
[6.754035, 0]
[6.770602, 0]
[6.787169, 0]
[6.803736, 0]
[6.820302, 0]
[6.836869, 0]
[6.853436, 0]
[6.870003, 0]
[6.886569, 0]
[6.903136, 0]
[6.919703, 0]
[6.936269, 0]
[6.952836, 0]
[6.969402, 0]
[6.98597, 0]
[7.002536, 0]
[7.019103, 0]
[7.035669, 0]
[7.052236, 0]
[7.068802, 0]
[7.08537, 0]
[7.101936, 0]
[7.118503, 0]
[7.135069, 0]
[7.151636, 0]
[7.168202, 0]
[7.184768, 0]
[7.201336, 0]
[7.217903, 0]
[7.234469, 0]
[7.251036, 0]
[7.267602, 0]
[7.284168, 0]
[7.300736, 0]
[7.317303, 0]
[7.333869, 0]
[7.350436, 0]
[7.367003, 0]
[7.38357, 0]
[7.400136, 0]
[7.416703, 0]
[7.433269, 0]
[7.449836, 0]
[7.466403, 0]
[7.482971, 0]
[7.499536, 0]
[7.516103, 0]
[7.53267, 0]
[7.549236, 0]
[7.565803, 0]
[7.582369, 0]
[7.598936, 0]
[7.615503, 0]
[7.632069, 0]
[7.648636, 0]
[7.665202, 0]
[7.681769, 0]
[7.698335, 0]
[7.714903, 0]
[7.731469, 0]
[7.748036, 0]
[7.764603, 0]
[7.781169, 0]
[7.797736, 0]
[7.814303, 0]
[7.831475, 0]
[7.847436, 0]
[7.864002, 0]
[7.880569, 0]
[7.897136, 0]
[7.916708, 0]
[7.930269, 0]
[7.946836, 0]
[7.963402, 0]
[7.97997, 0]
[7.996536, 0]
[8.013103, 0]
[8.029669, 0]
[8.046236, 0]
[8.063584, 0]
[8.07937, 0]
[8.095936, 0]
[8.112503, 0]
[8.129069, 0]
[8.156326, 0]
[8.172894, 0]
[8.189462, 0]
[8.206027, 0]
[8.222594, 0]
[8.239161, 0]
[8.255728, 0]
[8.272294, 0]
[8.288861, 0]
[8.305428, 0]
[8.321995, 0]
[8.338561, 0]
[8.355128, 0]
[8.371694, 0]
[8.388261, 0]
[8.404828, 0]
[8.421395, 0]
[8.437962, 0]
[8.454528, 0]
[8.471094, 0]
[8.487661, 0]
[8.504228, 0]
[8.520796, 0]
[8.537362, 0]
[8.553928, 0]
[8.570495, 0]
[8.587063, 0]
[8.603628, 0]
[8.620193, 0]
[8.636761, 0]
[8.653328, 0]
[8.669895, 0]
[8.68646, 0]
[8.703029, 0]
[8.719598, 0]
[8.736161, 0]
[8.752728, 0]
[8.769295, 0]
[8.785862, 0]
[8.802428, 0]
[8.818995, 0]
[8.835561, 0]
[8.852128, 0]
[8.868695, 0]
[8.885262, 0]
[8.901828, 0]
[8.918395, 0]
[8.934961, 0]
[8.951528, 0]
[8.968095, 0]
[8.984661, 0]
[9.001227, 0]
[9.017794, 0]
[9.034361, 0]
[9.050928, 0]
[9.067494, 0]
[9.084061, 0]
[9.100628, 0]
[9.117195, 0]
[9.133761, 0]
[9.15033, 0]
[9.166894, 0]
[9.183461, 0]
[9.200028, 0]
[9.216596, 0]
[9.233161, 0]
[9.249728, 0]
[9.266294, 0]
[9.282861, 0]
[9.299427, 0]
[9.315994, 0]
[9.332561, 0]
[9.349128, 0]
[9.365694, 0]
[9.382261, 0]
[9.398828, 0]
[9.415395, 0]
[9.431961, 0]
[9.448527, 0]
[9.465095, 0]
[9.481661, 0]
[9.498228, 0]
[9.514794, 0]
[9.531362, 0]
[9.547928, 0]
[9.564495, 0]
[9.581061, 0]
[9.602453, 0]
[9.614195, 0]
[9.630761, 0]
[9.647328, 0]
[9.663896, 0]
[9.680462, 0]
[9.697028, 0]
[9.713595, 0]
[9.730162, 0]
[9.746728, 0]
[9.763294, 0]
[9.779861, 0]
[9.796428, 0]
[9.812994, 0]
[9.829561, 0]
[9.846128, 0]
[9.862695, 0]
[9.879261, 0]
[9.896549, 0]
[9.912395, 0]
[9.928961, 0]
[9.945528, 0]
[9.96336, 0]
[9.979928, 0]
[9.996495, 0]
[10.01306, 0]
[10.02963, 0]
[10.04619, 0]
[10.06276, 0]
[10.07933, 0]
[10.09589, 0]
[10.11246, 0]
[10.12903, 0]
[10.14559, 0]
[10.16216, 0]
[10.17873, 0]
[10.19529, 0]
[10.21186, 0]
[10.22843, 0]
[10.24499, 0]
[10.26156, 0]
[10.27813, 0]
[10.29469, 0]
[10.31126, 0]
[10.32783, 0]
[10.32783, 2]
[10.34439, 0]
[10.36096, 0]
[10.37753, 0]
[10.39409, 0]
[10.41066, 0]
[10.42723, 0]
[10.44379, 0]
[10.46036, 0]
[10.47693, 0]
[10.49349, 0]
[10.51006, 0]
[10.52663, 0]
[10.54319, 0]
[10.55976, 0]
[10.57633, 0]
[10.59544, 0]
[10.60946, 0]
[10.62603, 0]
[10.64259, 0]
[10.65916, 0]
[10.67573, 0]
[10.6923, 0]
[10.70886, 0]
[10.72543, 0]
[10.74199, 0]
[10.75927, 0]
[10.77513, 0]
[10.79169, 0]
[10.80826, 0]
[10.82483, 0]
[10.84139, 0]
[10.85796, 0]
[10.87453, 0]
[10.8911, 0]
[10.90766, 0]
[10.92423, 0]
[10.94486, 0]
[10.95736, 0]
[10.97393, 0]
[10.9905, 0]
[11.00706, 0]
[11.02363, 0]
[11.04019, 0]
[11.05676, 0]
[11.07333, 0]
[11.08989, 0]
[11.10646, 0]
[11.12303, 0]
[11.1396, 0]
[11.15616, 0]
[11.17273, 0]
[11.18929, 0]
[11.20586, 0]
[11.23638, 0]
[11.25295, 0]
[11.26951, 0]
[11.28608, 0]
[11.30265, 0]
[11.31921, 0]
[11.33578, 0]
[11.35235, 0]
[11.36891, 0]
[11.38548, 0]
[11.40205, 0]
[11.41861, 0]
[11.43518, 0]
[11.45175, 0]
[11.46831, 0]
[11.48488, 0]
[11.50145, 0]
[11.51801, 0]
[11.53458, 0]
[11.55115, 0]
[11.56771, 0]
[11.58428, 0]
[11.61825, 0]
[11.63482, 0]
[11.65139, 0]
[11.66795, 0]
[11.68452, 0]
[11.70109, 0]
[11.71765, 0]
[11.73422, 0]
[11.75079, 0]
[11.76735, 0]
[11.78393, 0]
[11.80049, 0]
[11.81706, 0]
[11.83362, 0]
[11.85019, 0]
[11.86675, 0]
[11.88332, 0]
[11.89989, 0]
[11.91645, 0]
[11.93302, 0]
[11.94959, 0]
[11.96616, 0]
[11.98272, 0]
[11.99929, 0]
[12.01585, 0]
[12.03242, 0]
[12.04899, 0]
[12.06555, 0]
[12.08212, 0]
[12.09869, 0]
[12.11525, 0]
[12.13182, 0]
[12.14839, 0]
[12.16495, 0]
[12.18152, 0]
[12.19809, 0]
[12.2151, 0]
[12.23122, 0]
[12.24779, 0]
[12.26435, 0]
[12.28092, 0]
[12.29749, 0]
[12.31405, 0]
[12.33062, 0]
[12.34719, 0]
[12.36376, 0]
[12.38032, 0]
[12.39689, 0]
[12.41346, 0]
[12.43002, 0]
[12.44659, 0]
[12.46315, 0]
[12.47972, 0]
[12.49629, 0]
[12.51285, 0]
[12.52942, 0]
[12.54599, 0]
[12.56255, 0]
[12.584, 0]
[12.60057, 0]
[12.61714, 0]
[12.6337, 0]
[12.65027, 0]
[12.66683, 0]
[12.6834, 0]
[12.69997, 0]
[12.71653, 0]
[12.73312, 0]
[12.74967, 0]
[12.76623, 0]
[12.7828, 0]
[12.79937, 0]
[12.81593, 0]
[12.8325, 0]
[12.84907, 0]
[12.86563, 0]
[12.8822, 0]
[12.89931, 0]
[12.91588, 0]
[12.93245, 0]
[12.94902, 0]
[12.96558, 0]
[12.98215, 0]
[12.99872, 0]
[13.01528, 0]
[13.03185, 0]
[13.04842, 0]
[13.06498, 0]
[13.08155, 0]
[13.09812, 0]
[13.11468, 0]
[13.13125, 0]
[13.14782, 0]
[13.16438, 0]
[13.18095, 0]
[13.19849, 0]
[13.21506, 0]
[13.23162, 0]
[13.24819, 0]
[13.26476, 0]
[13.28132, 0]
[13.29789, 0]
[13.31446, 0]
[13.33102, 0]
[13.34759, 0]
[13.36493, 0]
[13.38149, 0]
[13.39806, 0]
[13.41463, 0]
[13.43119, 0]
[13.44776, 0]
[13.46433, 0]
[13.48089, 0]
[13.50179, 0]
[13.51836, 0]
[13.53493, 0]
[13.55149, 0]
[13.56806, 0]
[13.58463, 0]
[13.60119, 0]
[13.61776, 0]
[13.63433, 0]
[13.65791, 0]
[13.67448, 0]
[13.69105, 0]
[13.73212, 0]
[13.74869, 0]
[13.76525, 0]
[13.78182, 0]
[13.79839, 0]
[13.81495, 0]
[13.83152, 0]
[13.84809, 0]
[13.88519, 0]
[13.90176, 0]
[13.91833, 0]
[13.93489, 0]
[13.95146, 0]
[13.96803, 0]
[13.98459, 0]
[14.00116, 0]
[14.01773, 0]
[14.03429, 0]
[14.05086, 0]
[14.06743, 0]
[14.08399, 0]
[14.10056, 0]
[14.11713, 0]
[14.13369, 0]
[14.15026, 0]
[14.16761, 0]
[14.18418, 0]
[14.20074, 0]
[14.21731, 0]
[14.23388, 0]
[14.25044, 0]
[14.26701, 0]
[14.28358, 0]
[14.30014, 0]
[14.31671, 0]
[14.33328, 0]
[14.34984, 0]
[14.36641, 0]
[14.38298, 0]
[14.39954, 0]
[14.41611, 0]
[14.43268, 0]
[14.44924, 0]
[14.46596, 0]
[14.48253, 0]
[14.4991, 0]
[14.51567, 0]
[14.53223, 0]
[14.5488, 0]
[14.56536, 0]
[14.58193, 0]
[14.5985, 0]
[14.61507, 0]
[14.63163, 0]
[14.6482, 0]
[14.66477, 0]
[14.68133, 0]
[14.6979, 0]
[14.71446, 0]
[14.73103, 0]
[14.7476, 0]
[14.76933, 0]
[14.78073, 0]
[14.7973, 0]
[14.81387, 0]
[14.83043, 0]
[14.847, 0]
[14.86356, 0]
[14.88013, 0]
[14.8967, 0]
[14.91327, 0]
[14.92983, 0]
[14.9464, 0]
[14.96297, 0]
[15.02104, 0]
[15.03761, 0]
[15.05418, 0]
[15.07076, 0]
[15.08731, 0]
[15.10388, 0]
[15.12044, 0]
[15.13701, 0]
[15.15357, 0]
[15.17014, 0]
[15.18781, 0]
[15.20437, 0]
[15.22094, 0]
[15.23751, 0]
[15.25407, 0]
[15.27064, 0]
[15.28721, 0]
[15.30377, 0]
[15.3327, 0]
[15.34927, 0]
[15.36805, 0]
[15.38462, 0]
[15.40119, 0]
[15.41775, 0]
[15.43432, 0]
[15.45089, 0]
[15.46745, 0]
[15.48402, 0]
[15.50059, 0]
[15.51715, 0]
[15.53372, 0]
[15.55029, 0]
[15.56685, 0]
[15.58342, 0]
[15.59999, 0]
[15.61655, 0]
[15.63312, 0]
[15.64969, 0]
[15.66625, 0]
[15.68282, 0]
[15.69939, 0]
[15.71595, 0]
[15.73252, 0]
[15.74909, 0]
[15.76565, 0]
[15.78222, 0]
[15.79879, 0]
[15.81535, 0]
[15.83192, 0]
[15.85979, 0]
[15.87636, 0]
[15.89293, 0]
[15.90949, 0]
[15.92606, 0]
[15.94263, 0]
[15.98084, 0]
[16.01751, 0]
[16.03407, 0]
[16.05064, 0]
[16.06721, 0]
[16.08378, 0]
[16.10034, 0]
[16.11691, 0]
[16.13347, 0]
[16.15004, 0]
[16.16661, 0]
[16.18318, 0]
[16.19974, 0]
[16.21631, 0]
[16.23288, 0]
[16.24944, 0]
[16.26616, 0]
[16.28273, 0]
[16.2993, 0]
[16.31586, 0]
[16.33243, 0]
[16.349, 0]
[16.36556, 0]
[16.38213, 0]
[16.3987, 0]
[16.41526, 0]
[16.43183, 0]
[16.44839, 0]
[16.46496, 0]
[16.48153, 0]
[16.4981, 0]
[16.51466, 0]
[16.53123, 0]
[16.5478, 0]
[16.56436, 0]
[16.58093, 0]
[16.60214, 0]
[16.61406, 0]
[16.63063, 0]
[16.6472, 0]
[16.66376, 0]
[16.68033, 0]
[16.70529, 0]
[16.72186, 0]
[16.73842, 0]
[16.75499, 0]
[16.77155, 0]
[16.78812, 0]
[16.80469, 0]
[16.82125, 0]
[16.83782, 0]
[16.85439, 0]
[16.87095, 0]
[16.88752, 0]
[16.90409, 0]
[16.92066, 0]
[16.93722, 0]
[16.95379, 0]
[16.97035, 0]
[16.98692, 0]
[17.00349, 0]
[17.02006, 0]
[17.03662, 0]
[17.05319, 0]
[17.06976, 0]
[17.08632, 0]
[17.10289, 0]
[17.11946, 0]
[17.13602, 0]
[17.15259, 0]
[17.16916, 0]
[17.18572, 0]
[17.20229, 0]
[17.21885, 0]
[17.23542, 0]
[17.25199, 0]
[17.26855, 0]
[17.28512, 0]
[17.30169, 0]
[17.31825, 0]
[17.33482, 0]
[17.35139, 0]
[17.36795, 0]
[17.38452, 0]
[17.40109, 0]
[17.41765, 0]
[17.43422, 0]
[17.45079, 0]
[17.46736, 0]
[17.48392, 0]
[17.50049, 0]
[17.51706, 0]
[17.53362, 0]
[17.55019, 0]
[17.55019, 2]
[17.56676, 0]
[17.58332, 0]
[17.59989, 0]
[17.61646, 0]
[17.63302, 0]
[17.64959, 0]
[17.66615, 0]
[17.68272, 0]
[17.69929, 0]
[17.71585, 0]
[17.73242, 0]
[17.74899, 0]
[17.76555, 0]
[17.78212, 0]
[17.79869, 0]
[17.81525, 0]
[17.83182, 0]
[17.84839, 0]
[17.86495, 0]
[17.88152, 0]
[17.89809, 0]
[17.91466, 0]
[17.93457, 0]
[17.94779, 0]
[17.96436, 0]
[17.98092, 0]
[17.99749, 0]
[18.01406, 0]
[18.03062, 0]
[18.04719, 0]
[18.06376, 0]
[18.08032, 0]
[18.09689, 0]
[18.11345, 0]
[18.13002, 0]
[18.14659, 0]
[18.16315, 0]
[18.17972, 0]
[18.19629, 0]
[18.21285, 0]
[18.22942, 0]
[18.24599, 0]
[18.26255, 0]
[18.27912, 0]
[18.29569, 0]
[18.31226, 0]
[18.32882, 0]
[18.34539, 0]
[18.36195, 0]
[18.37852, 0]
[18.39509, 0]
[18.41166, 0]
[18.42822, 0]
[18.44479, 0]
[18.46136, 0]
[18.47792, 0]
[18.49449, 0]
[18.51105, 0]
[18.52762, 0]
[18.54419, 0]
[18.56075, 0]
[18.57732, 0]
[18.59389, 0]
[18.61046, 0]
[18.62702, 0]
[18.64359, 0]
[18.66015, 0]
[18.67672, 0]
[18.69329, 0]
[18.70985, 0]
[18.72642, 0]
[18.74299, 0]
[18.75956, 0]
[18.77612, 0]
[18.79269, 0]
[18.80926, 0]
[18.82582, 0]
[18.84239, 0]
[18.85896, 0]
[18.87552, 0]
[18.89209, 0]
[18.90866, 0]
[18.92522, 0]
[18.94179, 0]
[18.95835, 0]
[18.97492, 0]
[18.99149, 0]
[19.00805, 0]
[19.02462, 0]
[19.04119, 0]
[19.05775, 0]
[19.07432, 0]
[19.09089, 0]
[19.10745, 0]
[19.12402, 0]
[19.14059, 0]
[19.15715, 0]
[19.17372, 0]
[19.19029, 0]
[19.20685, 0]
[19.22342, 0]
[19.23999, 0]
[19.25656, 0]
[19.27312, 0]
[19.28969, 0]
[19.30626, 0]
[19.32282, 0]
[19.33939, 0]
[19.35596, 0]
[19.37252, 0]
[19.39331, 0]
[19.40988, 0]
[19.43336, 0]
[19.44993, 0]
[19.47554, 0]
[19.49211, 0]
[19.51257, 0]
[19.52913, 0]
[19.5457, 0]
[19.56227, 0]
[19.57883, 0]
[19.5954, 0]
[19.61197, 0]
[19.62853, 0]
[19.6451, 0]
[19.66167, 0]
[19.67824, 0]
[19.6948, 0]
[19.71137, 0]
[19.72794, 0]
[19.7445, 0]
[19.76107, 0]
[19.77764, 0]
[19.7942, 0]
[19.81077, 0]
[19.82734, 0]
[19.8439, 0]
[19.86047, 0]
[19.87704, 0]
[19.8936, 0]
[19.91017, 0]
[19.92673, 0]
[19.9433, 0]
[19.95987, 0]
[19.97643, 0]
[19.993, 0]
[20.00957, 0]
[20.02614, 0]
[20.0427, 0]
[20.05927, 0]
[20.07584, 0]
[20.0924, 0]
[20.10897, 0]
[20.12554, 0]
[20.1421, 0]
[20.15867, 0]
[20.17524, 0]
[20.1918, 0]
[20.20837, 0]
[20.22494, 0]
[20.2415, 0]
[20.26961, 0]
[20.28618, 0]
[20.30275, 0]
[20.31931, 0]
[20.33588, 0]
[20.35245, 0]
[20.36901, 0]
[20.38558, 0]
[20.40215, 0]
[20.41871, 0]
[20.43528, 0]
[20.45185, 0]
[20.46841, 0]
[20.49212, 0]
[20.50869, 0]
[20.52525, 0]
[20.54182, 0]
[20.55839, 0]
[20.57495, 0]
[20.59152, 0]
[20.60809, 0]
[20.62465, 0]
[20.64122, 0]
[20.65779, 0]
[20.67435, 0]
[20.69092, 0]
[20.72418, 0]
[20.74075, 0]
[20.75732, 0]
[20.77389, 0]
[20.79045, 0]
[20.80702, 0]
[20.82359, 0]
[20.84015, 0]
[20.85672, 0]
[20.87329, 0]
[20.88985, 0]
[20.90642, 0]
[20.92299, 0]
[20.93955, 0]
[20.95612, 0]
[20.97269, 0]
[20.98954, 0]
[21.00582, 0]
[21.02239, 0]
[21.03895, 0]
[21.05552, 0]
[21.07217, 0]
[21.08865, 0]
[21.10522, 0]
[21.12179, 0]
[21.13835, 0]
[21.15492, 0]
[21.17149, 0]
[21.18805, 0]
[21.20462, 0]
[21.22119, 0]
[21.25187, 0]
[21.26843, 0]
[21.285, 0]
[21.30157, 0]
[21.31813, 0]
[21.3347, 0]
[21.35127, 0]
[21.36783, 0]
[21.3844, 0]
[21.40097, 0]
[21.41754, 0]
[21.51363, 0]
[21.5302, 0]
[21.54676, 0]
[21.56333, 0]
[21.5799, 0]
[21.59646, 0]
[21.61303, 0]
[21.6296, 0]
[21.64616, 0]
[21.66273, 0]
[21.6793, 0]
[21.6793, 2]
[21.69587, 0]
[21.71243, 0]
[21.729, 0]
[21.74557, 0]
[21.76213, 0]
[21.7787, 0]
[21.79527, 0]
[21.81183, 0]
[21.8284, 0]
[21.84496, 0]
[21.86153, 0]
[21.8781, 0]
[21.89466, 0]
[21.91123, 0]
[21.9278, 0]
[21.94436, 0]
[21.96093, 0]
[21.9775, 0]
[21.99406, 0]
[22.01063, 0]
[22.0404, 0]
[22.05697, 0]
[22.07354, 0]
[22.0901, 0]
[22.0901, 2]
[22.10667, 0]
[22.12324, 0]
[22.1398, 0]
[22.15637, 0]
[22.17294, 0]
[22.1895, 0]
[22.20607, 0]
[22.22264, 0]
[22.2392, 0]
[22.25577, 0]
[22.27234, 0]
[22.2889, 0]
[22.30547, 0]
[22.32204, 0]
[22.3386, 0]
[22.35517, 0]
[22.37174, 0]
[22.3883, 0]
[22.40487, 0]
[22.42981, 0]
[22.44637, 0]
[22.46294, 0]
[22.48288, 0]
[22.49944, 0]
[22.5235, 0]
[22.54007, 0]
[22.56795, 0]
[22.58451, 0]
[22.60108, 0]
[22.61765, 0]
[22.63421, 0]
[22.65078, 0]
[22.66735, 0]
[22.68391, 0]
[22.70048, 0]
[22.71705, 0]
[22.73361, 0]
[22.75018, 0]
[22.76675, 0]
[22.78331, 0]
[22.78331, 2]
[22.79988, 0]
[22.81645, 0]
[22.83301, 0]
[22.84958, 0]
[22.86615, 0]
[22.88271, 0]
[22.89928, 0]
[22.91585, 0]
[22.93241, 0]
[22.94898, 0]
[22.96555, 0]
[22.98211, 0]
[22.99868, 0]
[23.01525, 0]
[23.03181, 0]
[23.04838, 0]
[23.06495, 0]
[23.08151, 0]
[23.09808, 0]
[23.11465, 0]
[23.13121, 0]
[23.14778, 0]
[23.16435, 0]
[23.18092, 0]
[23.19748, 0]
[23.21405, 0]
[23.23061, 0]
[23.24718, 0]
[23.26375, 0]
[23.28031, 0]
[23.29688, 0]
[23.31345, 0]
[23.33001, 0]
[23.34658, 0]
[23.36315, 0]
[23.37971, 0]
[23.39628, 0]
[23.41285, 0]
[23.42941, 0]
[23.44598, 0]
[23.47408, 0]
[23.49065, 0]
[23.51486, 0]
[23.53143, 0]
[23.55553, 0]
[23.67103, 0]
[23.6876, 0]
[23.70416, 0]
[23.72073, 0]
[23.7373, 0]
[23.75386, 0]
[23.77043, 0]
[23.787, 0]
[23.80356, 0]
[23.82013, 0]
[23.8367, 0]
